Surface-Form,Link,Part-of-Speech
Drôme,https://fr.wikipedia.org/wiki/Drôme,NN
Vaucluse,https://fr.wikipedia.org/wiki/Vaucluse,NN
Gard,https://fr.wikipedia.org/wiki/Gard,NNP
Lozère,https://fr.wikipedia.org/wiki/Lozère,NN
Haute-Loire,https://fr.wikipedia.org/wiki/Haute-Loire,NN
Isère,https://fr.wikipedia.org/wiki/Isère,NN
Limony,https://fr.wikipedia.org/wiki/Limony,NN
Saint-Sauveur-de-Cruzières,https://fr.wikipedia.org/wiki/Saint-Sauveur-de-Cruzières,NNS
Lespéron,https://fr.wikipedia.org/wiki/Lespéron,NNP
Loubaresse,https://fr.wikipedia.org/wiki/Loubaresse,NN
Lagorce,https://fr.wikipedia.org/wiki/Lagorce,NN
Lalevade-d'Ardèche,https://fr.wikipedia.org/wiki/Lalevade-d'Ardèche,NN
Régions naturelles,https://fr.wikipedia.org/wiki/Régions_naturelles,NNS NNS
Massif central,https://fr.wikipedia.org/wiki/Massif_central,JJ JJ
Haut-Vivarais,https://fr.wikipedia.org/wiki/Haut-Vivarais,NN
Eyrieux,https://fr.wikipedia.org/wiki/Eyrieux,NN
mont Mézenc,https://fr.wikipedia.org/wiki/mont_Mézenc,NN NNP
Boutières,https://fr.wikipedia.org/wiki/Boutières,NNS
Bas-Vivarais,https://fr.wikipedia.org/wiki/Bas-Vivarais,NN
Ardèche,https://fr.wikipedia.org/wiki/Ardèche,NN
Orgnac,https://fr.wikipedia.org/wiki/Orgnac,NN
Saint-Marcel,https://fr.wikipedia.org/wiki/Saint-Marcel,NN
Gras,https://fr.wikipedia.org/wiki/Gras,NNS
plateau du Coiron,https://fr.wikipedia.org/wiki/plateau_du_Coiron,NN NN NNP
Moyen-Vivarais,https://fr.wikipedia.org/wiki/Moyen-Vivarais,NN
Rivières et fleuves,https://fr.wikipedia.org/wiki/Rivières_et_fleuves,NNS VBP NNS
Liste des cours d'eau de l'Ardèche,https://fr.wikipedia.org/wiki/Liste_des_cours_d'eau_de_l'Ardèche,NNP VBZ NNS NN IN NN
Rhône,https://fr.wikipedia.org/wiki/Rhône,NN
Méditerranée,https://fr.wikipedia.org/wiki/Méditerranée,NN
océan Atlantique,https://fr.wikipedia.org/wiki/océan_Atlantique,NN NNP
mont Gerbier de Jonc,https://fr.wikipedia.org/wiki/mont_Gerbier_de_Jonc,NN NNP IN NNP
Chassezac,https://fr.wikipedia.org/wiki/Chassezac,NN
La forêt ardéchoise,https://fr.wikipedia.org/wiki/La_forêt_ardéchoise,NNP VBP NN
déprise agricole,https://fr.wikipedia.org/wiki/déprise_agricole,NN NN
Conseil général,https://fr.wikipedia.org/wiki/Conseil_général,NNP NN
Climat de l'Ardèche,https://fr.wikipedia.org/wiki/Climat_de_l'Ardèche,NNP FW NN
climat tempéré,https://fr.wikipedia.org/wiki/climat_tempéré,NN NN
méditerranéen,https://fr.wikipedia.org/wiki/méditerranéen,NN
burle,https://fr.wikipedia.org/wiki/burle,NN
olivier,https://fr.wikipedia.org/wiki/olivier,NN
Histoire de l'Ardèche,https://fr.wikipedia.org/wiki/Histoire_de_l'Ardèche,NNP FW NN
De l'Antiquité à la Révolution,https://fr.wikipedia.org/wiki/De_l'Antiquité_à_la_Révolution,NNP FW NNP FW NNP
préhistoriques,https://fr.wikipedia.org/wiki/préhistoriques,NNS
moustériennes,https://fr.wikipedia.org/wiki/moustériennes,NNS
Grotte Chauvet,https://fr.wikipedia.org/wiki/Grotte_Chauvet,NNP NNP
dolmens,https://fr.wikipedia.org/wiki/dolmens,NNS
peuple gaulois,https://fr.wikipedia.org/wiki/peuple_gaulois,NN NN
Helviens,https://fr.wikipedia.org/wiki/Helviens,NNS
Jastres,https://fr.wikipedia.org/wiki/Jastres,NNS
Lussas,https://fr.wikipedia.org/wiki/Lussas,NN
Doux,https://fr.wikipedia.org/wiki/Doux,NN
Segovellaunes,https://fr.wikipedia.org/wiki/Segovellaunes,NNS
Allobroges,https://fr.wikipedia.org/wiki/Allobroges,NNS
Alba,https://fr.wikipedia.org/wiki/Alba,NN
Grecs,https://fr.wikipedia.org/wiki/Grecs,NN
Orient,https://fr.wikipedia.org/wiki/Orient,NN
traité de Verdun,https://fr.wikipedia.org/wiki/traité_de_Verdun,NN IN NNP
empire carolingien,https://fr.wikipedia.org/wiki/empire_carolingien,NN NN
Lothaire II,https://fr.wikipedia.org/wiki/Lothaire_II,NNP NNP
Moyen Âge,https://fr.wikipedia.org/wiki/Moyen_Âge,NNP NN
royaume de Provence et de Bourgogne,https://fr.wikipedia.org/wiki/royaume_de_Provence_et_de_Bourgogne,NN FW NNP FW FW NNP
Saint-Empire,https://fr.wikipedia.org/wiki/Saint-Empire,NN
1039,https://fr.wikipedia.org/wiki/1039,CD
Croisade albigeoise,https://fr.wikipedia.org/wiki/Croisade_albigeoise,NNP NN
comte de Toulouse,https://fr.wikipedia.org/wiki/comte_de_Toulouse,NN NNS NNP
1305,https://fr.wikipedia.org/wiki/1305,CD
protestante,https://fr.wikipedia.org/wiki/protestante,NN
guerres de religion,https://fr.wikipedia.org/wiki/guerres_de_religion,NNS FW NN
Richelieu,https://fr.wikipedia.org/wiki/Richelieu,NN
Louis XIII,https://fr.wikipedia.org/wiki/Louis_XIII,NNP NN
1629,https://fr.wikipedia.org/wiki/1629,CD
Louis XIV,https://fr.wikipedia.org/wiki/Louis_XIV,NNP NN
Révocation de l'Édit de Nantes,https://fr.wikipedia.org/wiki/Révocation_de_l'Édit_de_Nantes,NNP FW FW FW FW
camisards,https://fr.wikipedia.org/wiki/camisards,NNS
Boffres,https://fr.wikipedia.org/wiki/Boffres,NNS
Révolte de Roure,https://fr.wikipedia.org/wiki/Révolte_de_Roure,NNP FW NNP
De la Révolution au XXIe siècle,https://fr.wikipedia.org/wiki/De_la_Révolution_au_XXIe siècle,NNP FW NNP NN NNP NN
Chouans,https://fr.wikipedia.org/wiki/Chouans,NNS
Jalès,https://fr.wikipedia.org/wiki/Jalès,NN
comte de Saillans,https://fr.wikipedia.org/wiki/comte_de_Saillans,NN NNS NNP
contre-révolution,https://fr.wikipedia.org/wiki/contre-révolution,NN
royaliste,https://fr.wikipedia.org/wiki/royaliste,NN
Joyeuse,https://fr.wikipedia.org/wiki/Joyeuse,NN
Albignac,https://fr.wikipedia.org/wiki/Albignac,NN
Révolte des Masques Armés,https://fr.wikipedia.org/wiki/Révolte_des_Masques_Armés,NNP VBZ NNP NNP
Dominique Allier,https://fr.wikipedia.org/wiki/Dominique_Allier,NNP NNP
Claude,https://fr.wikipedia.org/wiki/Claude,NN
Chambonas,https://fr.wikipedia.org/wiki/Chambonas,NNS
Camps de Jalès,https://fr.wikipedia.org/wiki/Camps_de_Jalès,NNP FW NNP
coalisés,https://fr.wikipedia.org/wiki/coalisés,NN
bataille de Waterloo,https://fr.wikipedia.org/wiki/bataille_de_Waterloo,NN IN NNP
autrichiennes,https://fr.wikipedia.org/wiki/autrichiennes,NNS
1818,https://fr.wikipedia.org/wiki/1818,CD
occupation de la France à la fin du Premier Empire,https://fr.wikipedia.org/wiki/occupation_de_la_France_à_la_fin_du_Premier_Empire,NN FW FW NNP NNP NNP VBZ RB NNP NNP
soie,https://fr.wikipedia.org/wiki/soie,NN
du papier,https://fr.wikipedia.org/wiki/du_papier,NN NN
mine,https://fr.wikipedia.org/wiki/mine,NN
chemin de fer,https://fr.wikipedia.org/wiki/chemin_de_fer,NN FW NN
terrasses cultivées,https://fr.wikipedia.org/wiki/terrasses_cultivées,NNS VBP
pic de population,https://fr.wikipedia.org/wiki/pic_de_population,NN IN NN
Second Empire,https://fr.wikipedia.org/wiki/Second_Empire,JJ NN
recensement de 1861,https://fr.wikipedia.org/wiki/recensement_de_1861,NN IN CD
régions,https://fr.wikipedia.org/wiki/régions,NNS
industries,https://fr.wikipedia.org/wiki/industries,NNS
dénatalité,https://fr.wikipedia.org/wiki/dénatalité,NN
recensement de 1962,https://fr.wikipedia.org/wiki/recensement_de_1962,NN IN CD
A. Frémont,https://fr.wikipedia.org/wiki/A._Frémont,NN NNP
gardes mobiles,https://fr.wikipedia.org/wiki/gardes_mobiles,NNS NNS
phylloxéra,https://fr.wikipedia.org/wiki/phylloxéra,NN
1918,https://fr.wikipedia.org/wiki/1918,CD
maquis,https://fr.wikipedia.org/wiki/maquis,NN
ouvriers,https://fr.wikipedia.org/wiki/ouvriers,NNS
Ardèche verte,https://fr.wikipedia.org/wiki/Ardèche_verte,NNP NN
languedocien,https://fr.wikipedia.org/wiki/languedocien,NN
bas-vivarois,https://fr.wikipedia.org/wiki/bas-vivarois,NN
vivaro-alpin,https://fr.wikipedia.org/wiki/vivaro-alpin,NN
Institut d'études occitanes,https://fr.wikipedia.org/wiki/Institut_d'études_occitanes,NNP VBZ NNS
terrasse,https://fr.wikipedia.org/wiki/terrasse,NN
taupe,https://fr.wikipedia.org/wiki/taupe,NN
cartable,https://fr.wikipedia.org/wiki/cartable,JJ
l'Ardecho,https://fr.wikipedia.org/wiki/l'Ardecho,NN
Blason,https://fr.wikipedia.org/wiki/Blason,NNP
Tournon-sur-Rhone,https://fr.wikipedia.org/wiki/Tournon-sur-Rhone,NN
Bourg-Saint-Andéol,https://fr.wikipedia.org/wiki/Bourg-Saint-Andéol,NN
Vie politique en Ardèche de 1997 à 2011,https://fr.wikipedia.org/wiki/Vie_politique_en_Ardèche_de_1997_à_2011,NNP NN FW NNP IN CD NN CD
Conseil départemental de l'Ardèche,https://fr.wikipedia.org/wiki/Conseil_départemental_de_l'Ardèche,NNP NN IN NN
Parti Socialiste,https://fr.wikipedia.org/wiki/Parti_Socialiste,NNP NNP
Michel Teston,https://fr.wikipedia.org/wiki/Michel_Teston,NNP NNP
1998,https://fr.wikipedia.org/wiki/1998,CD
Pascal Terrasse,https://fr.wikipedia.org/wiki/Pascal_Terrasse,NNP NNP
canton de Bourg-Saint-Andéol,https://fr.wikipedia.org/wiki/canton_de_Bourg-Saint-Andéol,NN IN NNP
Emmanuel Macron,https://fr.wikipedia.org/wiki/Emmanuel_Macron,NNP NNP
En Marche !,https://fr.wikipedia.org/wiki/En_Marche_!,NNP NNP .
Olivier Dussopt,https://fr.wikipedia.org/wiki/Olivier_Dussopt,NNP NNP
Association des petites villes de France,https://fr.wikipedia.org/wiki/Association_des_petites_villes_de_France,NNP VBZ NNS NNS FW NNP
Boulieu-lès-Annonay,https://fr.wikipedia.org/wiki/Boulieu-lès-Annonay,NN
Le Teil,https://fr.wikipedia.org/wiki/Le_Teil,NNP NNP
Les Vans,https://fr.wikipedia.org/wiki/Les_Vans,NNP NNS
conseil départemental,https://fr.wikipedia.org/wiki/conseil_départemental,NN NN
conseillers régionaux,https://fr.wikipedia.org/wiki/conseillers_régionaux,NNS VBP
Mathieu Darnaud,https://fr.wikipedia.org/wiki/Mathieu_Darnaud,NNP NNP
Jacques Genest,https://fr.wikipedia.org/wiki/Jacques_Genest,NNS NNP
Coucouron,https://fr.wikipedia.org/wiki/Coucouron,NNP
Vals-les-Bains,https://fr.wikipedia.org/wiki/Vals-les-Bains,NNS
UDI,https://fr.wikipedia.org/wiki/UDI,NN
Front National,https://fr.wikipedia.org/wiki/Front_National,NNP NNP
élection présidentielle de 2012,https://fr.wikipedia.org/wiki/élection_présidentielle_de_2012,NN FW IN CD
élections européennes de 2014,https://fr.wikipedia.org/wiki/élections_européennes_de_2014,NNS NNS IN CD
Front de Gauche,https://fr.wikipedia.org/wiki/Front_de_Gauche,NNP FW NNP
Cruas,https://fr.wikipedia.org/wiki/Cruas,NN
Antraigues-sur-Volane,https://fr.wikipedia.org/wiki/Antraigues-sur-Volane,NN
Jaujac,https://fr.wikipedia.org/wiki/Jaujac,NN
Cévennes,https://fr.wikipedia.org/wiki/Cévennes,NNS
François Hollande,https://fr.wikipedia.org/wiki/François_Hollande,NNP NNP
Nicolas Sarkozy,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,NNP NNP
Marine Le Pen,https://fr.wikipedia.org/wiki/Marine_Le_Pen,NNP NNP NNP
Jean-Luc Mélenchon,https://fr.wikipedia.org/wiki/Jean-Luc_Mélenchon,JJ NNP
François Bayrou,https://fr.wikipedia.org/wiki/François_Bayrou,NNP NNP
Eva Joly,https://fr.wikipedia.org/wiki/Eva_Joly,NNP NNP
Nicolas Dupont-Aignan,https://fr.wikipedia.org/wiki/Nicolas_Dupont-Aignan,NNP NNP
Philippe Poutou,https://fr.wikipedia.org/wiki/Philippe_Poutou,NNP NNP
Nathalie Arthaud,https://fr.wikipedia.org/wiki/Nathalie_Arthaud,NNP NNP
Jacques Cheminade,https://fr.wikipedia.org/wiki/Jacques_Cheminade,NNS VBD
Référendum du 29 Mai 2005,https://fr.wikipedia.org/wiki/Référendum_du_29_Mai_2005,NNP VBD CD NNP CD
Référendum du 20 Septembre,https://fr.wikipedia.org/wiki/Référendum_du_20_Septembre,NNP VBD CD NNP
Liste des députés de l'Ardèche,https://fr.wikipedia.org/wiki/Liste_des_députés_de_l'Ardèche,NNP NNS FW FW FW
Liste des sénateurs de l'Ardèche,https://fr.wikipedia.org/wiki/Liste_des_sénateurs_de_l'Ardèche,NNP NNS FW FW FW
Liste des conseillers généraux de l'Ardèche,https://fr.wikipedia.org/wiki/Liste_des_conseillers_généraux_de_l'Ardèche,NNP VBZ NNS FW FW FW
Liste des préfets de l'Ardèche,https://fr.wikipedia.org/wiki/Liste_des_préfets_de_l'Ardèche,NNP NNS FW FW FW
Élection présidentielle de 1848 dans le département de l'Ardèche,https://fr.wikipedia.org/wiki/Élection_présidentielle_de_1848_dans_le_département_de_l'Ardèche,NN FW IN CD NNS JJ NN IN NN
Élections législatives françaises de 1932 dans le département de l'Ardèche,https://fr.wikipedia.org/wiki/Élections_législatives_françaises_de_1932_dans_le_département_de_l'Ardèche,NNS VBZ NNS IN CD NNS JJ NN IN NN
Liste des cantons de l'Ardèche,https://fr.wikipedia.org/wiki/Liste_des_cantons_de_l'Ardèche,NNP NNS NNS IN NN
population active,https://fr.wikipedia.org/wiki/population_active,NN JJ
chômeurs,https://fr.wikipedia.org/wiki/chômeurs,NNS
châtaigne,https://fr.wikipedia.org/wiki/châtaigne,NN
castanéiculture,https://fr.wikipedia.org/wiki/castanéiculture,NN
label,https://fr.wikipedia.org/wiki/label,NN
AOC,https://fr.wikipedia.org/wiki/AOC,NN
Parc naturel régional des Monts d'Ardèche,https://fr.wikipedia.org/wiki/Parc_naturel_régional_des_Monts_d'Ardèche,NNP JJ JJ NNS NNS NN
vignoble,https://fr.wikipedia.org/wiki/vignoble,JJ
Côtes-du-Rhône,https://fr.wikipedia.org/wiki/Côtes-du-Rhône,NN
Cornas,https://fr.wikipedia.org/wiki/Cornas,NNS
Côtes-du-Vivarais,https://fr.wikipedia.org/wiki/Côtes-du-Vivarais,NN
Comtés-rhodaniens,https://fr.wikipedia.org/wiki/Comtés-rhodaniens,NNS
Gamay nouveau,https://fr.wikipedia.org/wiki/Gamay_nouveau,NNP NN
viognier,https://fr.wikipedia.org/wiki/viognier,NN
cerises,https://fr.wikipedia.org/wiki/cerises,NNS
pêches,https://fr.wikipedia.org/wiki/pêches,NNS
mitage périurbain,https://fr.wikipedia.org/wiki/mitage_périurbain,NN NN
élevage,https://fr.wikipedia.org/wiki/élevage,NN
bovins,https://fr.wikipedia.org/wiki/bovins,NNS
ovin,https://fr.wikipedia.org/wiki/ovin,NN
caprin,https://fr.wikipedia.org/wiki/caprin,NN
porcin,https://fr.wikipedia.org/wiki/porcin,NN
ânes,https://fr.wikipedia.org/wiki/ânes,NNS
chevaux,https://fr.wikipedia.org/wiki/chevaux,NN
fromages,https://fr.wikipedia.org/wiki/fromages,NNS
Picodon,https://fr.wikipedia.org/wiki/Picodon,NN
lait de chèvre,https://fr.wikipedia.org/wiki/lait_de_chèvre,NN FW NN
céréaliculture,https://fr.wikipedia.org/wiki/céréaliculture,NN
rendement,https://fr.wikipedia.org/wiki/rendement,NN
Rhône-Alpes,https://fr.wikipedia.org/wiki/Rhône-Alpes,NNS
ver à soie,https://fr.wikipedia.org/wiki/ver_à_soie,RB CD NN
Olivier de Serres,https://fr.wikipedia.org/wiki/Olivier_de_Serres,NNP FW NNP
lyonnais,https://fr.wikipedia.org/wiki/lyonnais,NN
magnaneries,https://fr.wikipedia.org/wiki/magnaneries,NNS
Irisbus,https://fr.wikipedia.org/wiki/Irisbus,NN
Cheylard,https://fr.wikipedia.org/wiki/Cheylard,NN
centrale nucléaire de Cruas,https://fr.wikipedia.org/wiki/centrale_nucléaire_de_Cruas,JJ NN IN NNP
Le Pouzin,https://fr.wikipedia.org/wiki/Le_Pouzin,NNP NNP
picodon,https://fr.wikipedia.org/wiki/picodon,NN
saint-félicien,https://fr.wikipedia.org/wiki/saint-félicien,NN
crème de marrons,https://fr.wikipedia.org/wiki/crème_de_marrons,NN IN NNS
marrons glacés,https://fr.wikipedia.org/wiki/marrons_glacés,NNS VBP
saisonniers,https://fr.wikipedia.org/wiki/saisonniers,NNS
nuitées,https://fr.wikipedia.org/wiki/nuitées,NN
gaz de schiste,https://fr.wikipedia.org/wiki/gaz_de_schiste,NN IN NN
Transport ferroviaire,https://fr.wikipedia.org/wiki/Transport_ferroviaire,NNP NN
Lamastre,https://fr.wikipedia.org/wiki/Lamastre,NN
train touristique de l'Ardèche méridionale,https://fr.wikipedia.org/wiki/train_touristique_de_l'Ardèche_méridionale,NN NN IN FW NN
Vogüé,https://fr.wikipedia.org/wiki/Vogüé,NN
Saint-Jean-le-Centenier,https://fr.wikipedia.org/wiki/Saint-Jean-le-Centenier,NN
Villefort,https://fr.wikipedia.org/wiki/Villefort,NN
ligne ferroviaire de la rive droite du Rhône,https://fr.wikipedia.org/wiki/ligne_ferroviaire_de_la_rive_droite_du_Rhône,JJ NN IN FW JJ NN NN NNP
Réseau ferré de France,https://fr.wikipedia.org/wiki/Réseau_ferré_de_France,NNP NN FW NNP
Transport en commun,https://fr.wikipedia.org/wiki/Transport_en_commun,NNP VBZ NN
OùRA!,https://fr.wikipedia.org/wiki/OùRA!,NN .
Citéa,https://fr.wikipedia.org/wiki/Citéa,NN
Spécialités culinaires,https://fr.wikipedia.org/wiki/Spécialités_culinaires,NNP NNS
Cuisine ardéchoise,https://fr.wikipedia.org/wiki/Cuisine_ardéchoise,NNP NN
Caillette,https://fr.wikipedia.org/wiki/Caillette,NN
Castagnou,https://fr.wikipedia.org/wiki/Castagnou,NN
Crème de marrons,https://fr.wikipedia.org/wiki/Crème_de_marrons,NNP FW NNS
Crique,https://fr.wikipedia.org/wiki/Crique,NN
Cousina,https://fr.wikipedia.org/wiki/Cousina,NNP
Foudjou,https://fr.wikipedia.org/wiki/Foudjou,NN
Bosson macéré,https://fr.wikipedia.org/wiki/Bosson_macéré,NNP NN
Fin gras du Mézenc,https://fr.wikipedia.org/wiki/Fin_gras_du_Mézenc,NNP VBZ JJ NNP
Maôche,https://fr.wikipedia.org/wiki/Maôche,NN
La Bombine,https://fr.wikipedia.org/wiki/La_Bombine,NNP NNP
Marquisette,https://fr.wikipedia.org/wiki/Marquisette,NN
La Gueuse,https://fr.wikipedia.org/wiki/La_Gueuse,NNP NNP
Tourisme dans l'Ardèche,https://fr.wikipedia.org/wiki/Tourisme_dans_l'Ardèche,NNP VBZ NN
cévenol,https://fr.wikipedia.org/wiki/cévenol,NN
Gorges de l'Ardèche,https://fr.wikipedia.org/wiki/Gorges_de_l'Ardèche,NNP FW NN
Saint-Martin-d'Ardèche,https://fr.wikipedia.org/wiki/Saint-Martin-d'Ardèche,NN
caverne du Pont-d'Arc,https://fr.wikipedia.org/wiki/caverne_du_Pont-d'Arc,JJ NN NNP
bois de Païolive,https://fr.wikipedia.org/wiki/bois_de_Païolive,NN FW NNP
Vans,https://fr.wikipedia.org/wiki/Vans,NNS
aven,https://fr.wikipedia.org/wiki/aven,RB
Saint-Montan,https://fr.wikipedia.org/wiki/Saint-Montan,JJ
musée de la Châtaigneraie,https://fr.wikipedia.org/wiki/musée_de_la_Châtaigneraie,NN IN FW NNP
Saint-Alban-Auriolles,https://fr.wikipedia.org/wiki/Saint-Alban-Auriolles,NNS
Dolmen,https://fr.wikipedia.org/wiki/Dolmen,NNS
Alphonse Daudet,https://fr.wikipedia.org/wiki/Alphonse_Daudet,NNP NNP
Lanas,https://fr.wikipedia.org/wiki/Lanas,NNS
Parc Avenue,https://fr.wikipedia.org/wiki/Parc_Avenue,NNP NNP
La Beaume,https://fr.wikipedia.org/wiki/La_Beaume,NNP NNP
réserve naturelle,https://fr.wikipedia.org/wiki/réserve_naturelle,NN NN
mégalithiques,https://fr.wikipedia.org/wiki/mégalithiques,NNS
Larnas,https://fr.wikipedia.org/wiki/Larnas,NNS
Renaissance,https://fr.wikipedia.org/wiki/Renaissance,NN
cathédrale,https://fr.wikipedia.org/wiki/cathédrale,NN
Labastide-de-Virac,https://fr.wikipedia.org/wiki/Labastide-de-Virac,JJ
Balazuc,https://fr.wikipedia.org/wiki/Balazuc,NN
Labeaume,https://fr.wikipedia.org/wiki/Labeaume,VB
serres,https://fr.wikipedia.org/wiki/serres,NNS
Mézilhac,https://fr.wikipedia.org/wiki/Mézilhac,NN
Thines,https://fr.wikipedia.org/wiki/Thines,NNS
Pont du Diable,https://fr.wikipedia.org/wiki/Pont_du_Diable,NNP NN NNP
Thueyts,https://fr.wikipedia.org/wiki/Thueyts,NN
basalte,https://fr.wikipedia.org/wiki/basalte,NN
Tanargue,https://fr.wikipedia.org/wiki/Tanargue,NN
La Croix de Bauzon,https://fr.wikipedia.org/wiki/La_Croix_de_Bauzon,NNP NNP IN NNP
La Borne,https://fr.wikipedia.org/wiki/La_Borne,NNP NNP
cascade du Ray-Pic,https://fr.wikipedia.org/wiki/cascade_du_Ray-Pic,NN NN NNP
Péreyres,https://fr.wikipedia.org/wiki/Péreyres,NNS
Mont Gerbier de Jonc,https://fr.wikipedia.org/wiki/Mont_Gerbier_de_Jonc,NNP NNP IN NNP
Le mont Mézenc,https://fr.wikipedia.org/wiki/Le_mont_Mézenc,NNP NN NNP
auberge de Peyrebeille,https://fr.wikipedia.org/wiki/auberge_de_Peyrebeille,NN IN NNP
Lanarce,https://fr.wikipedia.org/wiki/Lanarce,NN
La Chavade - Bel-Air,https://fr.wikipedia.org/wiki/La_Chavade_-_Bel-Air,NNP NNP : NN
Le Lac d'Issarlès,https://fr.wikipedia.org/wiki/Le_Lac_d'Issarlès,NNP NNP NN
Saint-Martial,https://fr.wikipedia.org/wiki/Saint-Martial,JJ
Saint-Laurent-les-Bains,https://fr.wikipedia.org/wiki/Saint-Laurent-les-Bains,NNS
frères Montgolfier,https://fr.wikipedia.org/wiki/frères_Montgolfier,NNS NNP
Saint-Agrève,https://fr.wikipedia.org/wiki/Saint-Agrève,NN
parc naturel régional,https://fr.wikipedia.org/wiki/parc_naturel_régional,NN DT NN
Devesset,https://fr.wikipedia.org/wiki/Devesset,NN
Lalouvesc,https://fr.wikipedia.org/wiki/Lalouvesc,NN
Jean-François Régis,https://fr.wikipedia.org/wiki/Jean-François_Régis,NNP NNP
Peaugres,https://fr.wikipedia.org/wiki/Peaugres,NNS
safari,https://fr.wikipedia.org/wiki/safari,NN
château de Crussol,https://fr.wikipedia.org/wiki/château_de_Crussol,NN IN NNP
château,https://fr.wikipedia.org/wiki/château,NN
lycée,https://fr.wikipedia.org/wiki/lycée,NN
Chemin de fer du Vivarais,https://fr.wikipedia.org/wiki/Chemin_de_fer_du_Vivarais,NNP FW NN NN NNP
Boucieu-le-Roi,https://fr.wikipedia.org/wiki/Boucieu-le-Roi,NN
1891,https://fr.wikipedia.org/wiki/1891,CD
Desaignes,https://fr.wikipedia.org/wiki/Desaignes,NNS
Château d'Aubenas,https://fr.wikipedia.org/wiki/Château_d'Aubenas,NNP NN
Dôme Saint Benoît,https://fr.wikipedia.org/wiki/Dôme_Saint_Benoît,NNP NNP NNP
église Saint Laurent,https://fr.wikipedia.org/wiki/église_Saint_Laurent,NN NNP NNP
Galerie,https://fr.wikipedia.org/wiki/Galerie,NNP
Bois de Paiolive,https://fr.wikipedia.org/wiki/Bois_de_Paiolive,NNP FW NNP
Château de Crussol,https://fr.wikipedia.org/wiki/Château_de_Crussol,NNP FW NNP
Cascade du Ray-Pic,https://fr.wikipedia.org/wiki/Cascade_du_Ray-Pic,NNP VBD NNP
grotte Chauvet,https://fr.wikipedia.org/wiki/grotte_Chauvet,NN NNP
Lac d'Issarlès,https://fr.wikipedia.org/wiki/Lac_d'Issarlès,NNP NN
gorges du Chassezac,https://fr.wikipedia.org/wiki/gorges_du_Chassezac,NNS VBP NNP
Cance,https://fr.wikipedia.org/wiki/Cance,NN
Aven d'Orgnac,https://fr.wikipedia.org/wiki/Aven_d'Orgnac,RB NN
Alba-la-Romaine,https://fr.wikipedia.org/wiki/Alba-la-Romaine,NN
Ternay,https://fr.wikipedia.org/wiki/Ternay,NN
Saint-Sauveur-de-Montagut,https://fr.wikipedia.org/wiki/Saint-Sauveur-de-Montagut,NN
Lablachère,https://fr.wikipedia.org/wiki/Lablachère,NN
La Voulte-sur-Rhône,https://fr.wikipedia.org/wiki/La_Voulte-sur-Rhône,NNP NNP
Le Cheylard,https://fr.wikipedia.org/wiki/Le_Cheylard,NNP NNP
Pranles,https://fr.wikipedia.org/wiki/Pranles,NNS
Saint-Romain-d'Ay,https://fr.wikipedia.org/wiki/Saint-Romain-d'Ay,NN
Villeneuve-de-Berg,https://fr.wikipedia.org/wiki/Villeneuve-de-Berg,NN
Thérèse Couderc,https://fr.wikipedia.org/wiki/Thérèse_Couderc,NNP NNP
Marie Durand,https://fr.wikipedia.org/wiki/Marie_Durand,NNP NNP
François-Antoine de Boissy d'Anglas,https://fr.wikipedia.org/wiki/François-Antoine_de_Boissy_d'Anglas,NNP FW NNP NNS
Jean Ferrat,https://fr.wikipedia.org/wiki/Jean_Ferrat,JJ NNP
Charles de Foucauld,https://fr.wikipedia.org/wiki/Charles_de_Foucauld,NNP FW NNP
Vincent d'Indy,https://fr.wikipedia.org/wiki/Vincent_d'Indy,NNP NN
Frères Montgolfier,https://fr.wikipedia.org/wiki/Frères_Montgolfier,NNS NNP
Louis Léopold Ollier,https://fr.wikipedia.org/wiki/Louis_Léopold_Ollier,NNP NNP NNP
Antoine-Guillaume Rampon,https://fr.wikipedia.org/wiki/Antoine-Guillaume_Rampon,NNP NNP
Marc Seguin,https://fr.wikipedia.org/wiki/Marc_Seguin,NNP NNP
François de Tournon,https://fr.wikipedia.org/wiki/François_de_Tournon,NNP FW NNP
AMD,https://fr.wikipedia.org/wiki/AMD,NN
semi-conducteurs,https://fr.wikipedia.org/wiki/semi-conducteurs,NNS
microprocesseurs,https://fr.wikipedia.org/wiki/microprocesseurs,NNS
cartes graphiques,https://fr.wikipedia.org/wiki/cartes_graphiques,NNS NNS
Sunnyvale (Californie),https://fr.wikipedia.org/wiki/Sunnyvale_(Californie),NNP ( NNP )
1er mai,https://fr.wikipedia.org/wiki/1er_mai,CD NN
1969,https://fr.wikipedia.org/wiki/1969,CD
Fairchild Semiconductor,https://fr.wikipedia.org/wiki/Fairchild_Semiconductor,NNP NNP
Jerry Sanders,https://fr.wikipedia.org/wiki/Jerry_Sanders,NNP NNS
Edwin Turney,https://fr.wikipedia.org/wiki/Edwin_Turney,NNP NNP
Sven Simonsen,https://fr.wikipedia.org/wiki/Sven_Simonsen,NNP NNP
Jack Gifford,https://fr.wikipedia.org/wiki/Jack_Gifford,NNP NNP
Frank Botte,https://fr.wikipedia.org/wiki/Frank_Botte,NNP NNP
Jim Giles,https://fr.wikipedia.org/wiki/Jim_Giles,NNP NNP
Larry Stenger,https://fr.wikipedia.org/wiki/Larry_Stenger,NNP NNP
